P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
TapajosHeadwaters	Rondonia	XinguBelemN	0.00377169	0.591999	0.553851	0.00894624	678.231	666.874	661.863
XinguBelemN	XinguBelemC	Rondonia	0.00272908	0.370848	0.710751	0.0969959	844.989	737.523	733.508
RondoniaHeadwaters	TapajosHeadwaters	Tapajos	0.00194036	0.346376	0.72906	0.053639	737.724	692.734	690.051
XinguBelemC	Tapajos	RondoniaHeadwaters	0.0128898	1.98709	0.0469119	0.0204003	830.337	780.516	760.651
XinguBelemN	Tapajos	RondoniaHeadwaters	0.0127768	1.80202	0.0715419	0.02022	804.84	767.834	748.461
TapajosHeadwaters	RondoniaHeadwaters	XinguBelemC	0.000186034	0.0245835	0.980387	0.000587881	744.52	675.779	675.528
TapajosHeadwaters	RondoniaHeadwaters	XinguBelemN	0.00057144	0.0682391	0.945595	0.00146415	720.435	659.651	658.898
XinguBelemN	XinguBelemC	RondoniaHeadwaters	0.000585734	0.0682571	0.945581	0.000938939	859.22	740.661	739.794
XinguBelemC	Tapajos	TapajosHeadwaters	0.0175208	2.36261	0.0181468	0.0217365	727.112	688.323	664.619
XinguBelemN	Tapajos	TapajosHeadwaters	0.0127865	1.5884	0.112196	0.0165161	706.984	674.642	657.608
XinguBelemN	XinguBelemC	Tapajos	0.0086726	1.22696	0.219838	1.28613	821.771	771.686	758.416
XinguBelemC	XinguBelemN	TapajosHeadwaters	0.00395142	0.408466	0.682931	0.00462697	753.196	648.858	643.75
