FFQ	11	0	0	0	0	0	17	0	6	379	1	2568	661	9	7	0	122	607	51	5108	1142	43	311	590	580	1799	5824	2764	12572	1182	4490	8935	12355	20714	17348	31965	15466	47878	51111	109237	111621	299281	649363	0
FFQ	12	0	0	0	0	0	6	1	8	407	6	3023	675	13	7	1	89	732	135	5198	1177	31	320	652	644	1932	5791	2982	12545	1247	4634	9154	12347	20779	17662	31363	16065	48282	51274	110527	113723	301500	641175	0
FFQ	13	0	0	0	0	0	5	1	12	495	10	3219	701	14	6	1	100	763	260	5424	1145	31	331	616	773	1871	5798	3079	12789	1336	4578	9270	12154	21264	17424	32443	16445	49106	53397	112351	118683	298256	631956	0
FFQ	14	0	0	0	0	0	9	3	13	459	29	2903	664	15	8	1	92	800	441	5022	1194	35	282	642	879	2091	5734	3023	12652	1261	4559	9443	12471	20884	17727	32337	16823	49007	53100	113275	124913	297957	625359	0
FFQ	15	0	0	0	0	0	7	6	6	459	33	2787	630	20	8	1	136	932	659	4747	1174	20	324	644	1066	2338	5266	3075	12426	1279	4775	9889	12431	20819	18046	32791	17658	49422	53812	115261	128263	300341	614556	0
FFQ	16	0	0	0	0	0	14	4	14	474	76	2542	486	14	13	5	200	1001	1030	3980	1159	42	340	632	1308	2793	4902	3142	12368	1381	4788	10407	12522	20816	18086	32740	18491	50924	54679	119134	125021	283765	626814	0
FFQ	17	0	0	0	0	0	7	13	14	516	126	2599	514	21	15	4	227	1026	1334	3427	1163	50	384	586	1556	3287	4409	3080	11866	1295	4854	10889	12466	20119	18274	32863	19262	50366	53794	120740	124665	292470	617826	0
FFQ	18	0	0	0	0	0	12	13	13	686	231	2942	415	15	9	10	243	1196	1633	2844	1289	71	421	630	1704	4322	3932	3253	11665	1392	4885	11760	12949	19423	18874	32818	20405	51639	53564	122334	122572	301980	603963	0
FFQ	19	0	0	0	0	0	13	16	18	945	351	3006	307	23	3	16	370	1409	2236	2440	1211	62	466	644	1791	4978	3663	3251	11344	1319	4830	12753	12437	19304	19221	33122	21211	52346	54762	124586	122290	308242	591121	0
FFQ	20	0	0	0	0	0	3	12	22	880	509	2579	169	41	11	15	373	1653	2177	2065	1221	95	489	575	1886	5454	3683	3306	10754	1421	5029	13630	13000	18004	19388	33167	22765	52594	53803	127125	121017	317874	579318	0
FFQ	21	0	0	0	0	0	23	24	26	1097	715	2230	64	28	15	23	508	1751	1935	1854	1333	95	581	619	1991	5975	3862	3362	9997	1400	5253	15378	13106	17135	20203	33401	24618	53962	53275	131102	117312	323953	567901	0
FFQ	22	0	0	0	0	0	19	19	44	1344	1019	1865	14	24	18	21	546	2178	1745	1636	1093	109	524	637	1872	5532	4963	3086	8621	1341	4400	17540	12047	15189	19370	31586	24943	50394	53055	122846	122286	299938	604243	0
FFQ	23	0	0	0	0	0	8	15	43	1338	1230	1296	6	32	24	23	615	2621	1300	1620	1142	107	596	625	1891	5566	5442	3209	7865	1375	4678	19038	12256	13260	19722	31494	27220	50021	52921	125792	115992	299598	606126	0
FFQ	24	0	0	0	0	0	5	32	55	1490	1671	875	2	37	29	31	694	2702	905	1695	1124	135	645	643	1946	5628	6237	3281	7126	1512	4725	20292	12817	12140	20424	30983	29859	49923	52268	131205	109032	301520	602419	0
FFQ	25	0	0	0	0	0	7	35	82	1720	2038	545	8	57	34	59	919	3152	514	1613	1184	145	685	644	1888	5872	7006	3305	6612	1605	4629	21982	12847	10791	21349	30923	33303	48521	52890	134320	106636	302781	595406	0
FFQ	26	0	0	0	0	0	13	34	98	1587	2012	220	6	56	38	46	1069	2936	274	1629	1188	177	742	691	1928	5950	7221	3373	6022	1641	4739	23055	12891	10186	21899	29974	36575	46698	52726	135845	104496	303669	594403	0
FFQ	27	0	0	0	0	0	14	38	103	1549	2091	89	4	54	60	62	1102	2709	151	1675	1258	168	807	693	1922	5929	6940	3394	5894	1685	4789	23013	13249	9896	23227	29052	39815	43440	53163	138645	101608	306271	591548	0
FFQ	28	0	0	0	0	0	8	40	130	1553	2291	37	4	58	66	98	1406	2688	136	1607	1210	193	919	749	2037	6085	6970	3510	5932	1827	4897	23438	13093	9662	23975	28622	43450	40658	54011	141049	101432	307343	584923	0
FFQ	29	0	0	0	0	0	20	67	166	1452	2386	16	14	81	80	90	1437	2552	142	1636	1278	207	975	804	2035	6264	6850	3540	6051	1998	5008	23284	13436	9811	25715	28046	47037	38605	54040	140675	100687	309451	580171	0
FFQ	30	0	0	0	0	0	30	73	198	1502	2319	8	17	119	100	151	1690	2288	138	1669	1300	298	1078	866	2158	6451	6477	3827	6213	2087	5177	23701	13652	10320	27253	26972	49876	36475	54593	142460	101363	310913	572295	0
FFQ	31	0	0	0	0	0	14	101	254	1658	2517	12	16	125	145	181	1884	1998	193	1777	1444	307	1193	964	2382	6796	6343	4059	6552	2493	5551	23755	14150	10783	29548	26287	52535	35860	55034	139195	106868	311632	561501	0
FFQ	32	0	0	0	0	0	21	108	247	1573	2487	8	25	103	133	189	2110	1663	242	1674	1319	264	1220	1053	2388	6930	6180	4177	6363	2653	5523	23595	14056	10662	31370	25201	55060	34672	56505	140301	107746	314839	553447	0
FFQ	33	0	0	0	0	0	19	118	313	1489	2242	17	15	141	167	222	2391	1463	271	1697	1370	392	1300	1092	2716	7154	5630	4467	6407	3083	5757	23207	14495	10976	32987	24617	56214	34470	57695	142000	107174	316425	545914	0
FFQ	34	0	0	0	0	0	23	185	415	1648	2476	14	23	179	223	321	2615	1164	326	1768	1432	437	1320	1227	2902	7534	5219	4588	6577	3249	5807	23750	14983	11330	35592	23910	58230	35142	58742	144160	108168	316409	534019	0
FFQ	35	0	0	0	0	0	20	168	478	1676	2612	15	54	188	296	345	2730	1084	415	1774	1406	534	1357	1214	3168	7674	4579	4849	6552	3615	5950	23193	15278	11680	36756	23543	58282	35423	59991	145396	109484	316848	527480	0
FFQ	36	0	0	0	0	0	21	220	556	1530	2650	17	41	212	300	404	3038	860	456	1635	1495	533	1411	1394	3349	7772	4306	4998	6593	4017	5883	22648	15577	11909	37357	22976	58931	36467	60911	145569	109502	318522	522047	0
FFQ	37	0	0	0	0	0	25	226	705	1467	2544	18	44	285	410	516	2922	660	564	1660	1511	845	1309	1566	3804	8019	3787	5442	6530	4774	6197	22252	16370	12555	38184	24228	58608	38195	61313	147020	106799	321642	513111	0
FFQ	38	0	0	0	0	0	33	241	697	1363	2422	22	58	283	467	566	2855	563	594	1736	1630	930	1338	1716	4146	8214	3241	5853	6965	5237	6399	22173	16926	13136	39814	24815	60560	39058	63450	149179	107565	319678	502184	0
FFQ	39	0	0	0	0	0	35	284	853	1515	2556	26	73	312	520	670	2544	393	636	1556	1559	938	1291	1724	4366	8273	2721	6079	7011	5945	6712	21211	17084	13304	40333	25732	60718	40237	65572	149266	110075	319967	494016	0
FFQ	40	0	0	0	0	0	41	374	1101	1459	2420	23	75	521	613	775	2662	451	660	1755	1621	1522	1351	2062	4826	8386	2333	6950	6925	6708	6869	20741	18167	14271	39824	27849	60760	42291	66645	149548	112212	318774	482542	0
FFQ	41	0	0	0	0	0	40	323	917	1374	2175	19	64	328	692	838	2326	364	640	1760	1737	1216	1495	2147	4960	8572	1866	6609	7186	7773	7142	19574	18517	14945	39795	29443	59620	43894	67335	132292	128341	314686	469257	0
FFQ	42	0	0	0	0	0	29	282	894	1214	1800	29	100	346	707	909	2154	353	630	1480	1391	1215	1336	2259	5163	7934	1596	6858	6296	8583	6006	19175	17254	13900	38801	27241	59761	40153	68896	118023	137006	293079	492388	0
FFQ	43	0	0	0	0	0	34	309	944	1375	1763	19	76	411	831	918	1898	365	586	1573	1339	1371	1257	2292	5292	7301	1229	6852	6127	8854	6151	17033	17561	13981	36791	28695	59754	40754	67539	113270	131504	283187	500040	0
FFQ	44	0	0	0	0	0	40	287	844	1249	1411	23	72	375	893	900	1546	309	629	1489	1262	1343	1245	2323	5361	6562	1065	6646	5910	9453	6109	15265	17400	13930	35119	29811	58873	41335	67034	107823	125757	273108	501763	0
FFQ	45	0	0	0	0	0	42	297	878	1257	1255	26	105	346	906	866	1161	307	586	1432	1298	1317	1189	2380	5335	5987	910	6994	5653	10055	6337	13671	17257	14380	34235	31230	60180	42294	67639	104427	122988	266767	498964	0
FFQ	46	0	0	0	0	0	55	376	950	1503	1225	37	112	379	992	917	1037	315	628	1548	1403	1523	1270	2610	5667	5608	879	7348	5645	10993	6653	12906	18008	15118	33632	33173	60691	44128	68587	102965	122781	258668	485709	0
FFQ	47	0	0	0	0	0	35	305	1008	1482	996	32	178	394	1131	888	926	332	602	1609	1318	1595	1311	2746	5800	3825	2248	7702	5402	11783	6770	12115	18682	15499	31739	35427	61851	45790	67178	103645	123709	252494	471805	0
FFQ	48	0	0	0	0	0	36	346	1056	1576	849	44	104	372	1213	874	569	299	648	1611	1314	1593	1371	3030	5818	3338	2076	7885	5360	12788	7216	11366	19703	16023	30986	37192	63868	48012	69289	101336	126618	244556	455405	0
FFQ	49	0	0	0	0	0	40	328	1101	1734	721	38	135	399	1315	884	584	312	681	1598	1346	1666	1528	3176	5939	3092	2114	8578	5199	13542	7570	10901	20530	16735	30547	39809	66704	49755	70201	100338	128734	237653	434441	0
FFQ	50	0	0	0	0	0	40	311	1052	1700	522	41	148	373	1423	802	457	336	654	1681	1185	1789	1502	3406	5752	2638	2050	8858	4826	13944	7654	10571	21039	17849	29970	41334	69841	51959	72186	96870	132263	230270	419448	0
FFQ	51	0	0	0	0	0	32	325	1028	1782	448	44	118	358	1360	746	357	303	676	1679	1256	1789	1386	3839	5195	2351	2066	9493	4622	14320	8050	9863	21393	17997	29039	43440	72997	54447	74760	94942	133504	221166	405442	0
FFQ	52	0	0	0	0	0	54	332	1096	1941	310	43	169	340	1444	700	338	280	666	1743	1152	1845	1514	3937	4908	1982	2102	10174	4370	14843	8353	9667	21986	18919	27989	46036	77380	57675	76652	92739	136816	212269	386711	0
FFQ	53	0	0	0	0	0	58	357	1071	1931	255	47	210	362	1484	623	254	303	609	1984	1224	1980	1419	4217	4848	2013	2331	10607	4117	15060	8830	9498	22737	19700	27499	48108	82988	61000	80241	89960	139321	202082	366673	0
FFQ	54	0	0	0	0	0	55	313	1063	1984	167	36	162	346	1566	556	286	296	662	1957	1162	2008	1561	4632	4491	1889	2221	10830	4041	15355	9161	9831	24006	20089	27714	49623	87848	65111	84619	86692	144723	192560	343106	0
FFQ	55	0	0	0	0	0	56	333	1187	2025	112	49	243	331	1522	503	298	303	751	1981	1041	2194	1660	4765	4095	1844	2251	11593	3888	15297	9487	10424	23833	20696	27794	51411	93447	68282	87668	83283	149740	181052	321459	0
FFQ	56	0	0	0	0	0	57	332	1207	2034	66	79	259	290	1613	467	269	297	742	2234	1095	2248	1728	5203	3874	1857	2455	11843	3953	15240	10002	11251	24114	21921	28045	52975	99317	72138	91775	79123	155281	169537	298415	0
FFQ	57	0	0	0	0	0	68	327	1228	2049	36	63	315	317	1540	428	230	320	777	2113	1274	2457	1674	5046	3874	1931	2535	12534	3312	15043	11249	11688	24926	22713	28158	56025	106457	76770	95611	76274	159109	157845	272427	0
FFQ	58	0	0	0	0	0	79	319	1333	2135	16	80	276	330	1668	394	243	332	752	2155	1145	2392	1727	5352	3703	1934	2573	12778	3309	14798	11739	12904	25455	23669	28440	58642	115138	82027	99894	72110	163912	145306	246341	0
FFQ	59	0	0	0	0	0	98	291	1323	2070	8	82	269	348	1579	412	271	302	780	2258	1068	2395	1853	5620	3499	1910	2670	13032	3115	14335	12181	13537	25201	23694	29009	60540	123880	87466	106218	67133	167153	132975	222283	0
FFQ	60	0	0	0	0	0	97	311	1329	2076	7	85	314	274	1547	350	293	381	699	2295	1064	2549	1825	5547	3144	1776	2717	13721	3115	14029	12843	14376	25120	24558	30542	62187	133537	90986	111974	62549	169616	120544	199956	0
FFQ	61	0	0	0	0	0	116	327	1512	1959	3	103	364	335	1572	355	302	349	723	2336	964	2825	1951	5514	2957	1998	2795	14234	3295	13326	13445	15300	25678	25223	32205	65043	143872	94293	118369	57458	168974	107669	177821	0
FFQ	62	0	0	0	0	0	122	301	1418	1902	0	102	421	334	1476	323	339	343	776	2478	964	2914	1869	5035	2405	3048	2997	14378	3185	12832	14074	16409	25371	26097	33375	69322	153966	98577	123378	52155	169108	94992	155263	0
FFQ	63	0	0	0	0	0	93	267	1484	1696	0	110	379	293	1392	288	325	344	747	2538	877	2894	1962	4846	2171	3024	2997	14748	3235	12067	14906	17180	25411	26468	35082	71669	165277	102451	129204	47609	166075	82430	133360	0
FFQ	64	0	0	0	0	0	113	257	1603	1619	0	136	437	319	1392	295	300	339	826	2574	853	2967	2012	4673	2142	3087	3097	15094	3519	11817	15373	18202	25390	26833	36872	74749	176975	106362	134524	42711	161919	70295	112897	0
FFQ	65	0	0	0	0	0	147	264	1784	1601	0	102	423	290	1315	247	382	361	881	2710	847	3200	2058	4667	2244	3124	3531	15357	3651	10730	16253	19160	25705	27781	38004	79480	189693	110536	135836	38397	155520	59218	93129	0
FFQ	66	0	0	0	0	0	131	299	1840	1558	0	114	474	313	1277	256	374	300	877	2907	787	3467	2076	4386	2249	3419	3626	16180	3804	10481	17073	19729	25912	28621	40120	83505	201289	113560	138054	33621	147408	48943	75874	0
FFQ	67	0	0	0	0	0	200	304	1982	1577	0	148	487	424	1259	278	469	422	928	3199	815	3976	2250	4430	2248	3683	3886	15858	5141	9872	18414	20662	26879	29818	42111	88679	210899	117394	136459	30816	136647	41163	58525	0
FFQ	68	0	0	0	0	0	121	255	2006	1380	0	206	533	332	1413	245	453	264	876	2793	816	4287	2444	4472	2577	4322	4272	17877	6278	11253	21494	26272	34077	38558	52776	114484	197547	122245	117618	25578	125858	33187	30756	0
FFQ	69	0	0	0	0	0	181	232	2084	1306	0	211	517	331	1177	209	578	329	924	3018	764	4160	2281	3792	2405	3757	4122	16208	5894	9233	20264	23307	30614	34145	50864	110556	220649	124895	126053	21483	116051	28109	26690	0
FFQ	70	0	0	0	0	0	206	200	2104	1141	0	199	514	372	1115	235	557	321	963	2922	696	4425	2176	3419	2427	4080	4386	15618	5889	7749	20517	21404	28978	32481	48356	105784	245363	124073	130292	17851	103565	19912	24356	0
FFQ	71	0	0	0	0	0	140	259	2132	1020	0	219	535	353	1015	251	451	326	994	3048	730	4406	2066	3081	2548	4111	4693	15064	6178	7214	20123	21115	28444	31543	48435	106206	263872	122874	129240	14909	91048	13934	18783	0
FFQ	72	0	0	0	0	0	174	254	2274	945	0	234	544	368	851	210	524	362	996	3087	657	4462	2030	2624	2691	4118	4912	15218	6342	6731	20269	21251	28386	31268	48675	108471	280116	122295	123683	11999	78362	9728	13563	0
FFQ	73	0	0	0	0	0	191	225	2486	820	0	257	534	455	844	236	525	391	1052	3210	745	4713	1948	2482	2784	4325	5227	14668	6731	6281	20705	20768	28102	31597	49507	110897	292739	120673	116225	9373	65512	6511	9232	0
FFQ	74	0	0	0	0	0	193	216	2498	759	0	285	627	408	693	193	558	392	1055	3305	841	4713	1941	2166	2899	4372	5733	14576	7055	5838	20999	20695	28789	32242	49189	114879	303630	118058	107354	7548	53840	4181	5846	0
FFQ	75	0	0	0	0	0	184	247	2730	707	0	288	622	429	759	195	630	401	1123	3411	828	5128	1922	1876	3004	4881	5917	14148	7272	5745	21622	21191	28868	32520	51062	117495	314152	115130	97164	5485	43009	2501	3378	0
FFQ	76	0	0	0	0	0	269	236	2709	573	0	379	656	469	619	207	670	382	1165	3305	898	5387	1749	1706	3399	4954	6520	13926	7630	5514	22155	21120	29013	32811	51858	120885	323655	112146	86912	4172	32803	1397	2000	0
FFQ	77	0	0	0	0	0	244	184	2806	548	0	376	685	481	526	152	707	349	1151	3488	995	5561	1685	1343	3310	4908	6781	13186	8238	4935	22349	20810	29195	33448	51019	126080	333050	107808	75009	3198	24720	737	948	0
FFQ	78	0	0	0	0	0	227	178	2753	448	2	400	607	467	491	149	720	403	1205	3384	1055	5618	1546	1174	3444	5184	6964	12680	8493	4553	22368	21027	29426	33560	52857	126715	341199	103587	64894	2205	17795	369	556	0
FFQ	79	0	0	0	0	0	262	160	2887	366	0	457	672	473	415	174	726	411	1204	3411	1167	5662	1419	1030	3514	5380	7751	11654	8743	4292	22967	20526	29340	33788	52210	130414	347680	96865	55147	1459	11734	204	270	0
FFQ	80	0	0	0	0	0	260	159	2839	308	0	455	632	446	340	137	753	403	1250	3313	1260	5729	1279	828	3616	5380	8133	11290	9077	4101	22954	20757	29857	34196	53361	132724	360499	91805	46841	1015	7762	89	134	0
FFQ	81	0	0	0	0	0	231	168	3123	244	0	461	655	460	290	143	752	445	1333	3349	1461	5806	1139	711	3894	5398	8723	10498	9512	3698	23460	20362	29977	35239	52940	137391	370073	86728	38333	642	4815	45	72	0
FFQ	82	0	0	0	0	0	259	115	2860	218	1	503	653	454	249	128	711	418	1405	3502	1439	5836	1030	588	3817	6109	8773	9771	10111	3505	23103	21814	29506	35502	53318	140572	380010	80347	30766	356	2771	31	32	0
FFQ	83	0	0	0	0	0	247	134	2824	190	0	500	620	385	185	127	727	371	1266	3462	1556	5678	946	498	3998	5826	9393	8765	10397	3078	23729	21337	30046	35971	53349	144014	388070	75186	23797	203	1544	10	3	0
FFQ	84	0	0	0	0	0	274	120	3016	163	0	581	608	425	179	108	866	384	1335	3629	1601	5880	740	482	3836	6144	10065	8324	10551	2947	23954	21018	30150	36702	52246	148802	394847	67369	17746	111	834	4	5	0
FFQ	85	0	0	0	0	0	306	143	3313	159	1	693	622	454	136	85	903	394	1554	3546	1813	5668	635	457	4249	6056	10406	7380	11166	2867	23996	21585	30415	36847	54300	148269	400714	60871	12891	71	503	3	4	0
FFQ	86	0	0	0	0	0	257	95	2842	142	3	700	620	452	93	118	866	421	1508	3674	1940	5663	595	339	4186	6432	11179	6903	11313	2679	24315	21633	31054	36794	55761	150561	403425	54506	9433	29	292	3	0	0
FFQ	87	0	0	0	0	0	234	105	2611	91	0	611	534	129	308	104	931	437	1443	3355	2016	5231	396	436	4597	6332	10960	6190	12101	2689	23840	23313	30656	36922	59087	149799	406542	49054	6833	13	109	1	2	0
FFQ	88	0	0	0	0	0	213	64	2341	116	0	569	451	100	281	80	861	425	1476	3346	1976	4909	326	375	4727	6197	10896	5276	12382	2490	23285	23499	31325	36752	61760	148819	410898	43553	4839	5	54	1	2	0
FFQ	89	0	0	0	0	0	174	45	1756	102	0	493	315	79	258	75	933	422	1413	3034	2034	4624	239	380	4833	6178	10819	4613	12581	2415	23028	23222	31461	36310	63794	147332	415670	38321	3729	5	34	0	0	0
FFQ	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	808	461	1460	2991	1856	4251	202	393	4824	6116	10433	3975	13004	2117	22646	24326	31444	36111	66923	145268	417842	33726	2911	1	8	0	0	0
# Last Fragment Qualities. Use `grep ^LFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
# GC Content of first fragments. Use `grep ^GCF | cut -f 2-` to extract this part.
GCF	4.27	0
GCF	9.05	1
GCF	10.30	2
GCF	12.06	0
GCF	13.32	1
GCF	13.82	2
GCF	14.32	5
GCF	14.82	6
GCF	15.33	4
GCF	15.83	8
GCF	16.33	28
GCF	16.83	38
GCF	17.34	44
GCF	17.84	42
GCF	18.34	34
GCF	18.84	39
GCF	19.35	34
GCF	19.85	72
GCF	20.35	94
GCF	20.85	124
GCF	21.36	211
GCF	21.86	217
GCF	22.36	321
GCF	22.86	310
GCF	23.37	384
GCF	23.87	357
GCF	24.37	574
GCF	24.87	626
GCF	25.38	1043
GCF	25.88	1136
GCF	26.38	1127
GCF	26.88	1532
GCF	27.39	1639
GCF	27.89	2398
GCF	28.39	2461
GCF	28.89	3043
GCF	29.40	3282
GCF	29.90	4981
GCF	30.40	5630
GCF	30.90	7868
GCF	31.41	8000
GCF	31.91	8446
GCF	32.41	10210
GCF	32.91	10681
GCF	33.42	13190
GCF	33.92	13718
GCF	34.42	17289
GCF	34.92	17921
GCF	35.43	21059
GCF	35.93	22204
GCF	36.43	25703
GCF	36.93	26372
GCF	37.44	27885
GCF	37.94	32269
GCF	38.44	33079
GCF	38.94	37852
GCF	39.45	38140
GCF	39.95	42007
GCF	40.45	43081
GCF	40.95	46948
GCF	41.46	47705
GCF	41.96	48673
GCF	42.46	52977
GCF	42.96	54731
GCF	43.47	57604
GCF	43.97	58609
GCF	44.47	64086
GCF	44.97	65056
GCF	45.48	64389
GCF	45.98	66241
GCF	46.48	70471
GCF	46.98	71530
GCF	47.49	72195
GCF	47.99	72804
GCF	48.49	73085
GCF	48.99	77779
GCF	49.50	77940
GCF	50.00	78664
GCF	50.50	78682
GCF	51.01	76430
GCF	51.51	77729
GCF	52.01	77794
GCF	52.51	78172
GCF	53.02	77922
GCF	53.52	79765
GCF	54.02	79823
GCF	54.52	77421
GCF	55.03	77272
GCF	55.53	74123
GCF	56.03	74301
GCF	56.53	73063
GCF	57.04	71813
GCF	57.54	69736
GCF	58.04	69118
GCF	58.54	66915
GCF	59.05	64240
GCF	59.55	62729
GCF	60.05	58534
GCF	60.55	58012
GCF	61.06	54261
GCF	61.56	53002
GCF	62.06	49569
GCF	62.56	48503
GCF	63.07	47180
GCF	63.57	43043
GCF	64.07	41606
GCF	64.57	36767
GCF	65.08	32905
GCF	65.58	29013
GCF	66.08	28117
GCF	66.58	23229
GCF	67.09	21399
GCF	67.59	18160
GCF	68.09	16130
GCF	68.59	15381
GCF	69.10	12953
GCF	69.60	11362
GCF	70.10	8834
GCF	70.60	8636
GCF	71.11	7713
GCF	71.61	6828
GCF	72.11	5364
GCF	72.61	4733
GCF	73.12	3853
GCF	73.62	3272
GCF	74.12	2599
GCF	74.62	1903
GCF	75.13	1654
GCF	75.63	1237
GCF	76.13	1027
GCF	76.63	796
GCF	77.14	724
GCF	77.64	581
GCF	78.14	507
GCF	78.64	342
GCF	79.15	339
GCF	79.65	283
GCF	80.15	222
GCF	80.65	205
GCF	81.16	140
GCF	81.66	123
GCF	82.16	112
GCF	82.66	95
GCF	83.17	81
GCF	83.67	68
GCF	84.17	59
GCF	84.67	33
GCF	85.18	22
GCF	85.68	19
GCF	86.18	20
GCF	86.93	19
GCF	87.69	6
GCF	88.19	4
GCF	88.69	3
GCF	89.45	1
# GC Content of last fragments. Use `grep ^GCL | cut -f 2-` to extract this part.
# ACGT content per cycle. Use `grep ^GCC | cut -f 2-` to extract this part. The columns are: cycle; A,C,G,T base counts as a percentage of all A/C/G/T bases [%]; and N and O counts as a percentage of all A/C/G/T bases [%]
GCC	1	48.27	0.00	0.00	51.73	0.00	0.00
GCC	2	0.00	48.27	51.73	0.00	0.00	0.00
GCC	3	0.00	51.73	48.27	0.00	0.00	0.00
GCC	4	51.73	0.00	0.00	48.27	0.00	0.00
GCC	5	0.00	48.27	51.73	0.00	0.00	0.00
GCC	6	23.80	25.91	26.05	24.23	0.00	0.00
GCC	7	28.15	21.76	22.03	28.07	0.00	0.00
GCC	8	23.65	26.64	26.55	23.16	0.00	0.00
GCC	9	26.09	24.30	23.90	25.71	0.00	0.00
GCC	10	26.93	22.94	23.19	26.94	0.00	0.00
GCC	11	24.91	25.18	25.40	24.50	0.00	0.00
GCC	12	24.31	25.78	25.47	24.44	0.00	0.00
GCC	13	26.49	23.47	23.69	26.35	0.00	0.00
GCC	14	23.85	25.77	26.14	24.24	0.00	0.00
GCC	15	24.76	25.28	25.23	24.73	0.00	0.00
GCC	16	25.25	24.80	24.44	25.51	0.00	0.00
GCC	17	23.91	26.07	26.30	23.72	0.00	0.00
GCC	18	24.73	25.37	25.13	24.77	0.00	0.00
GCC	19	25.38	24.79	24.59	25.23	0.00	0.00
